brand,model,fuel type,transmission,price,month,units_sold,year
Citroen,eC3,Unknown,Unknown,1105219.037,"Dec, 2024",379,2021
Toyota,Corolla,,,1336273.503,Nov-18,376,2020
Toyota,Corolla,,,1612990.676,Feb-20,872,2024
Kia,Sonet,,,932658.299,Mar-21,64,2020
Maruti,Baleno,,,3922521.95,Mar-20,405,2023
Mahindra,Thar,,,2817290.275,Feb-23,443,2021
Mahindra,Scorpio,,,1129151.501,May-18,931,2020
Tata,Nexon,,,3947022.973,Sep-18,906,2019
Maruti,Baleno,,,3569674.833,Jun-19,376,2019
Citroen,C5 Aircross,Diesel,Automatic,3704860.684,"Sep, 2024",520,2025
Kia,Carens,,,3149562.25,Feb-20,229,2019
Hyundai,Creta,,,2420979.066,Nov-24,563,2023
Maruti,Swift,,,1484742.475,Feb-18,782,2024
Tata,Altroz,,,2479863.902,Jun-23,77,2025
Honda,Accord,,,694031.0341,Sep-23,359,2018
Toyota,Camry,,,1413151.159,May-24,665,2018
Mercedes,GLA,,,773894.1951,Feb-23,637,2023
Kia,Sonet,,,724072.913,Jul-19,342,2025
Ford,Figo,,,1036913.013,Sep-23,398,2020
Honda,CR-V,,,3570809.204,Jul-21,551,2024
Citroen,Basalt,Petrol,"Manual, Automatic",815772.5175,"Oct, 2024",523,2022
Kia,Carnival,Diesel,Automatic,6376344.866,"Dec, 2024",250,2018
Maruti,Swift,,,3294845.844,Sep-18,477,2018
Mahindra,Thar,,,1236667.886,May-19,476,2019
Tata,Nexon 2017-2023,"Diesel, Petrol","Manual, Automatic",779021.6698,"Oct, 2023",696,2019
Kia,Carens,,,3944023.345,Sep-23,610,2025
Toyota,Corolla,,,1921861.24,Oct-19,492,2021
Hyundai,i20,Petrol,"Manual, Automatic",711645.9621,"Oct, 2024",898,2022
Tata,Harrier 2019-2023,Diesel,"Manual, Automatic",1537891.529,"Nov, 2023",496,2022
Hyundai,Alcazar 2021-2023,"Diesel, Petrol","Manual, Automatic",1664225.308,"May, 2024",444,2019
Maruti Suzuki,Baleno,"CNG, Petrol","Manual, Automatic",643895.8635,"Sep, 2024",822,2020
Hyundai,Creta,,,429545.3847,Apr-24,902,2018
Kia,Sonet,,,2070761.91,Apr-20,589,2023
Toyota,Camry,,,2804381.878,Feb-25,398,2025
Mahindra,XUV500,,,1883213.686,Dec-25,491,2022
BMW,3 Series,,,3931025.103,May-19,174,2019
Honda,CR-V,,,2970253.677,May-22,266,2024
Jeep,Meridian,Diesel,"Manual, Automatic",2503488.02,"Nov, 2024",221,2022
Kia,Sonet 2020-2023,"Diesel, Petrol","Manual, Automatic",771481.4911,"Nov, 2023",839,2019
Tata,Harrier,,,2532340.597,Feb-19,702,2022
Hyundai,Kona Electric,Unknown,Unknown,2394559.547,"Feb, 2024",420,2025
Honda,CR-V,,,587737.3296,Nov-21,602,2021
Mahindra,Scorpio,,,2346216.219,Oct-22,628,2018
Hyundai,i10,,,632911.7193,Aug-18,238,2022
Citroen,Aircross,Petrol,"Manual, Automatic",854384.4882,"Dec, 2024",206,2019
Skoda,Kushaq,Petrol,"Manual, Automatic",1074614.422,"Sep, 2024",826,2019
Tata,Harrier,,,496986.5694,Apr-19,392,2024
Mahindra,Scorpio,,,2554847.444,Aug-21,268,2020
Tata,Altroz,,,2882834.508,Aug-21,703,2018
Mahindra,XUV 3XO,"Diesel, Petrol","Manual, Automatic",770666.6493,"Oct, 2024",789,2025
Tata,Nexon,,,4044291.297,Sep-18,383,2022
Ford,Figo,,,1942153.058,Jul-24,378,2022
BMW,X5,,,751632.4757,Jul-23,284,2020
Ford,Endeavour,,,1024800.855,Aug-18,451,2022
Honda,Civic,,,3818872.273,Apr-25,140,2019
Hyundai,IONIQ 5,Unknown,Unknown,4629404.5,"Nov, 2024",761,2020
Toyota,Camry,,,854853.3934,Apr-25,155,2018
Ford,Figo,,,2952314.701,Nov-23,758,2021
Toyota,Urban Cruiser Taisor,"CNG, Petrol","Manual, Automatic",773778.0722,"Sep, 2024",188,2020
Hyundai,Creta,,,2385489.387,Mar-18,727,2023
Toyota,Glanza,"CNG, Petrol","Manual, Automatic",654474.6717,"Oct, 2024",280,2023
Kia,Sonet 2020-2023,"Diesel, Petrol","Manual, Automatic",771095.7226,"Aug, 2023",918,2021
Honda,Accord,,,2555787.903,May-20,788,2022
Maruti,Baleno,,,980452.7081,Sep-21,131,2024
Maruti Suzuki,Baleno,"CNG, Petrol","Manual, Automatic",696345.9356,"Aug, 2024",618,2022
Tata,Harrier,,,1197933.908,Mar-24,146,2024
Renault,KWID,Petrol,"Manual, Automatic",462884.9791,"Aug, 2024",647,2020
Volkswagen,Virtus,Petrol,"Manual, Automatic",1168575.405,"Aug, 2024",194,2019
Tata,Altroz,,,1638608.806,Jan-20,131,2020
Mercedes,C-Class,,,2701224.913,Sep-18,97,2018
Honda,Civic,,,756733.3863,Apr-18,588,2018
BMW,X5,,,1536632.004,May-19,147,2020
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",554299.5259,"Sep, 2024",694,2019
Hyundai,i10,,,3251706.839,Jan-23,169,2019
Hyundai,Creta,,,2381317.288,Mar-18,559,2025
Hyundai,i10,,,425288.6104,Mar-23,191,2021
Kia,Carens,"Diesel, Petrol","Manual, Automatic",1047021.547,"Aug, 2024",790,2023
Citroen,C3,Petrol,Manual,613307.5337,"Oct, 2024",724,2022
Kia,Seltos,,,2139104.272,Mar-21,203,2022
Maruti Suzuki,S-Presso,"CNG, Petrol","Manual, Automatic",420836.1672,"Sep, 2024",271,2024
Maruti,Brezza,,,974673.6402,Mar-18,825,2020
Kia,Carens,,,2428051.077,Sep-21,128,2023
Maruti,Swift,,,2510766.588,Nov-21,722,2018
Hyundai,i20,,,2917956.766,Jul-24,211,2024
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",851057.2455,"Dec, 2024",968,2024
Honda,Accord,,,2384166.706,Aug-22,432,2023
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3376158.833,"Sep, 2024",280,2020
Mahindra,XUV500,,,1536904.602,Oct-22,730,2021
Maruti Suzuki,XL6,"CNG, Petrol","Manual, Automatic",1197250.945,"Oct, 2024",268,2021
Maruti Suzuki,Invicto,Petrol,Automatic,2519053.536,"Aug, 2024",623,2022
Maruti,Brezza,,,3630553.823,Oct-25,179,2020
BMW,X1,,,1640261.241,Feb-20,548,2024
Ford,Endeavour,,,875060.2614,Jun-20,273,2022
Hyundai,Creta,,,3040873.676,Jan-24,986,2018
Maruti Suzuki,Ciaz,Petrol,"Manual, Automatic",938619.4571,"Oct, 2024",544,2021
Kia,EV6,Unknown,Unknown,6111706.679,"Sep, 2024",417,2018
Mahindra,Thar,,,1050301.166,Jun-20,67,2020
Hyundai,Creta,,,3416131.588,Jun-23,122,2018
BMW,X5,,,1714548.955,Oct-18,665,2025
Toyota,Fortuner,,,1990315.611,Feb-25,812,2022
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,556455.9678,"Oct, 2024",276,2023
Hyundai,i20,,,3600007.082,May-18,369,2019
Maruti Suzuki,Ertiga,"CNG, Petrol","Manual, Automatic",879236.8036,"Dec, 2024",697,2018
Tata,Harrier,,,1953839.589,Jul-22,604,2025
Hyundai,i20,,,1821839.62,Jun-24,627,2025
Mahindra,XUV 3XO,"Diesel, Petrol","Manual, Automatic",763089.8593,"Nov, 2024",822,2023
Mahindra,Thar,,,1092362.119,Jun-20,328,2025
Toyota,Corolla,,,2160909.393,Jun-22,547,2019
Jeep,Meridian,Diesel,"Manual, Automatic",2495477.014,"Oct, 2024",586,2020
BMW,X5,,,2989970.839,Aug-23,258,2023
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3363158.168,"May, 2024",548,2022
Hyundai,i10,,,1598306.646,Feb-21,855,2018
BMW,X1,,,1365719.803,May-22,935,2024
Kia,Sonet,,,434036.4541,Dec-21,724,2018
Hyundai,Creta,,,3716891.571,Apr-24,626,2025
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",750951.6349,"Dec, 2024",245,2025
Mahindra,Thar,,,1685079.105,Jul-19,54,2022
Hyundai,Creta,,,3801790.167,May-25,169,2025
Mercedes,E-Class,,,2967513.419,Aug-23,433,2019
Tata,Nexon,,,488985.4213,May-24,416,2018
Tata,Altroz,,,1335766.958,Mar-22,501,2023
Mahindra,XUV500,,,3638637.926,Feb-18,685,2019
Hyundai,i20,,,3889769.828,Jan-20,203,2022
Nissan,X-Trail,Petrol,Automatic,4975760.123,"Aug, 2024",275,2019
Mahindra,Thar,,,1654701.539,Sep-22,513,2018
Toyota,Fortuner,,,1106921.056,Dec-24,234,2024
Ford,Figo,,,529752.7843,Nov-21,948,2022
Honda,Accord,,,3342466.16,May-22,175,2021
Hyundai,Creta,,,2335610.969,Aug-24,698,2023
Mercedes,E-Class,,,3571830.953,Dec-18,894,2023
Maruti Suzuki,Celerio,"CNG, Petrol","Manual, Automatic",536720.6171,"Aug, 2024",548,2025
Toyota,Corolla,,,2450900.221,Mar-25,512,2022
Toyota,Corolla,,,2725720.553,Sep-21,241,2025
Maruti,Brezza,,,3314639.761,Sep-18,479,2021
Honda,Accord,,,654755.6417,Jun-18,794,2023
Ford,EcoSport,,,2993568.434,Jun-25,482,2019
Toyota,Corolla,,,3429392.019,Feb-23,550,2022
Tata,Nexon,,,1061570.566,Apr-22,883,2019
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",792643.4667,"Feb, 2024",161,2021
Maruti Suzuki,Celerio,"CNG, Petrol","Manual, Automatic",542720.6309,"Nov, 2024",209,2025
Honda,Civic,,,664118.2085,Oct-19,817,2022
Mahindra,Thar,,,1213478.575,May-19,546,2018
Toyota,Corolla,,,848814.1428,May-21,134,2025
Honda,Accord,,,2372688.186,Oct-24,535,2022
Maruti,Brezza,,,733483.533,Feb-20,975,2020
Kia,Seltos,,,2302569.379,Jun-23,218,2022
Kia,Carens,,,3871937.964,Oct-24,578,2022
Maruti,Baleno,,,3568893.87,Jul-18,348,2023
Toyota,Camry,,,3804710.195,Oct-24,906,2019
Ford,Figo,,,3153976.447,Jan-23,852,2019
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1114259.252,"Dec, 2024",759,2019
Honda,Civic,,,3364616.13,Sep-19,159,2018
BMW,X5,,,445438.2876,Jun-24,293,2019
Toyota,Camry 2022-2023,Petrol,Automatic,4633951.423,"Jul, 2024",632,2018
Ford,Endeavour,,,3501277.704,May-25,937,2025
Maruti,Baleno,,,2416029.121,Nov-25,163,2024
Mahindra,XUV500,,,573018.8263,Oct-22,760,2024
BMW,X1,,,1893938.31,Jul-21,589,2018
Honda,Accord,,,3888886.16,Dec-22,670,2025
Maruti,Brezza,,,417381.138,Jul-24,220,2018
Toyota,Innova Hycross,Petrol,Automatic,1895774.106,"Sep, 2024",751,2025
Tata,Altroz,,,2243017.072,Jan-21,162,2023
Tata,Nexon,,,1005925.759,Apr-20,222,2022
Toyota,Glanza,"CNG, Petrol","Manual, Automatic",664895.2507,"Dec, 2024",933,2021
Mahindra,Thar,,,3948855.833,Sep-23,509,2025
Mahindra,XUV500,,,520275.1532,May-19,312,2023
Mercedes,GLA,,,1027668.394,Aug-24,838,2023
BMW,X1,,,3708612.276,May-19,904,2019
Mahindra,Scorpio,,,2531495.277,Jul-19,423,2018
Mahindra,Thar,,,1678739.107,Jul-19,121,2021
Toyota,Fortuner,,,2338465.258,Jan-25,562,2025
Mahindra,E Verito,Unknown,Unknown,925037.4891,"Jul, 2022",353,2018
Mahindra,Thar,,,1056933.113,Jun-20,817,2020
Honda,City,Petrol,"Manual, Automatic",1155370.438,"Aug, 2024",409,2021
Hyundai,Creta,,,3375998.951,Sep-21,587,2025
Ford,Endeavour,,,1753897.909,Sep-20,403,2023
BMW,3 Series,,,3840100.575,Sep-24,719,2024
Kia,Carens,,,1964307.757,Aug-21,867,2020
Hyundai,i20,,,3878215.354,Sep-20,173,2023
Hyundai,Creta,,,553640.1039,Jul-23,881,2018
Mahindra,XUV500,,,3664809.099,Apr-21,842,2024
Hyundai,Creta,,,594273.0298,Jan-22,613,2025
Honda,Civic,,,2072626.973,Jul-24,798,2020
Maruti Suzuki,Dzire,"CNG, Petrol","Manual, Automatic",719310.3103,"Dec, 2024",495,2018
Honda,Civic,,,3754443.21,Jan-25,645,2023
Maruti,Swift,,,3614640.694,Jan-18,933,2025
Mahindra,Thar,,,1952957.14,Mar-24,318,2024
Toyota,Glanza,"CNG, Petrol","Manual, Automatic",680009.9305,"Aug, 2024",128,2018
Citroen,eC3,Unknown,Unknown,1156357.116,"Dec, 2024",771,2024
Hyundai,Creta,,,2995458.585,Jan-24,152,2018
BMW,X1,,,3205020.706,Aug-22,692,2025
Honda,Civic,,,3259768.446,Aug-20,741,2022
Tata,Altroz,,,1768559.366,Dec-21,785,2023
Kia,Carens,,,1929084.993,Aug-22,561,2018
Mercedes,E-Class,,,2888841.268,Nov-24,145,2024
Ford,EcoSport,,,3376805.742,Aug-24,331,2019
Honda,CR-V,,,3908347.878,Jun-18,665,2020
Maruti Suzuki,Alto,"CNG, Petrol",Manual,384731.7607,"Nov, 2023",421,2019
Tata,Harrier,,,1423976.208,Jan-19,877,2025
Ford,EcoSport,,,3529893.257,Nov-24,673,2024
Kia,Sonet,,,1652849.892,Jul-21,65,2025
BMW,3 Series,,,2272550.782,Jan-22,156,2022
Mahindra,Thar,,,1465154.128,Sep-22,744,2022
MG,Comet EV,Unknown,Unknown,662320.6427,"Aug, 2024",885,2020
Ford,EcoSport,,,2172955.239,Mar-22,414,2018
Honda,Accord,,,879159.2112,Sep-24,416,2025
Tata,Harrier 2019-2023,Diesel,"Manual, Automatic",1491251.488,"Oct, 2023",788,2020
Kia,EV6,Unknown,Unknown,6121546.507,"Aug, 2024",618,2021
Toyota,Fortuner,,,1256542.667,May-20,115,2021
Maruti Suzuki,S-Presso,"CNG, Petrol","Manual, Automatic",404475.849,"Nov, 2024",419,2020
Hyundai,Creta,,,2037349.89,Aug-22,543,2019
Tata,Tiago,"CNG, Petrol","Manual, Automatic",500371.5478,"Oct, 2024",441,2025
Mahindra,Scorpio,,,2585859.882,Aug-21,442,2020
Toyota,Camry,,,881601.912,Apr-25,659,2025
Kia,Sonet,,,3956863.405,Aug-21,916,2020
Mercedes,GLA,,,648752.482,Apr-21,141,2024
Mercedes,GLA,,,2944360.074,Dec-20,140,2019
Ford,Endeavour,,,3560846.715,Apr-19,437,2022
Hyundai,Creta,,,556592.7158,Jul-23,807,2025
Mahindra,Thar,"Diesel, Petrol","Manual, Automatic",1154599.836,"Oct, 2024",115,2019
Hyundai,i20,,,3971189.253,Oct-24,318,2022
Hyundai,Verna,Petrol,"Manual, Automatic",1123510.379,"Aug, 2024",635,2022
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",728325.2493,"Nov, 2024",209,2019
BMW,3 Series,,,2518639.982,Feb-25,569,2018
Toyota,Corolla,,,3113790.892,Dec-25,463,2019
Hyundai,Creta,,,2113314.054,Dec-18,139,2019
Toyota,Corolla,,,1771703.568,Apr-19,406,2020
Hyundai,i10,,,943264.8187,Aug-22,268,2018
Maruti,Baleno,,,2065786.638,Nov-19,63,2024
Hyundai,Creta,,,3368050.376,Sep-21,369,2022
Mercedes,C-Class,,,2268447.407,Oct-21,376,2024
Hyundai,Exter,"CNG, Petrol","Manual, Automatic",611566.1631,"Nov, 2024",849,2019
Nissan,Magnite,Petrol,"Manual, Automatic",603404.2859,"Oct, 2024",638,2018
Mercedes,C-Class,,,890627.8495,Jul-18,903,2021
Toyota,Fortuner,,,3913256.377,Dec-25,336,2020
Mercedes,C-Class,,,2907166.548,Nov-20,615,2022
Mercedes,E-Class,,,405992.2567,Mar-24,806,2025
Mercedes,GLA,,,3373776.561,Jan-19,330,2018
Mercedes,C-Class,,,1326366.144,Dec-20,230,2025
Maruti,Baleno,,,966477.334,Jan-20,921,2021
Tata,Altroz,,,2938307.021,Nov-19,777,2025
Hyundai,Venue,"Diesel, Petrol","Manual, Automatic",816520.8301,"Oct, 2024",802,2022
Tata,Altroz,,,1048182.012,Mar-21,560,2020
Toyota,Corolla,,,3110044.055,Mar-25,132,2021
Mercedes,C-Class,,,2253754.954,Feb-19,911,2021
Mahindra,Thar,,,1328622.052,Sep-25,703,2024
Tata,Nexon,Petrol + 2,"Manual, Automatic",811145.8368,"Oct, 2024",705,2025
Tata,Altroz,,,2644821.623,Dec-24,255,2020
Kia,EV6,Unknown,Unknown,6090149.335,"Dec, 2024",166,2022
Mercedes,E-Class,,,3689437.545,Jul-19,697,2022
Tata,Altroz,,,3409834.631,Oct-24,721,2023
Renault,Triber,Petrol,"Manual, Automatic",595060.4474,"Sep, 2024",136,2024
Maruti,Swift,,,1504311.374,Feb-18,941,2020
Honda,CR-V,,,1155068.858,Nov-24,611,2019
Hyundai,Creta,,,1143218.774,Nov-23,226,2025
MG,Astor,Petrol,"Manual, Automatic",1009574.373,"Nov, 2024",881,2025
Hyundai,i20,,,2481939.147,Feb-22,432,2020
Mahindra,Scorpio,,,3142799.476,Feb-25,452,2021
Toyota,Fortuner,"Diesel, Petrol","Manual, Automatic",3369849.825,"Nov, 2024",481,2020
Toyota,Hilux,Diesel,"Manual, Automatic",3009853.466,"Sep, 2024",745,2020
Maruti Suzuki,Ciaz,Petrol,"Manual, Automatic",931634.6655,"Dec, 2024",885,2021
Hyundai,i20,,,890925.9174,Feb-18,51,2019
Ford,Endeavour,,,1875535.145,May-21,244,2022
Tata,Tigor,"CNG, Petrol","Manual, Automatic",583132.7533,"Oct, 2024",133,2025
BMW,X1,,,784604.947,Dec-22,550,2022
Maruti,Baleno,,,2646129.609,Jan-23,186,2019
Ford,Figo,,,2218705.972,Mar-19,538,2018
Mahindra,Thar,,,2838568.552,Oct-23,179,2020
Tata,Tiago,"CNG, Petrol","Manual, Automatic",497455.2278,"Sep, 2024",438,2018
Hyundai,i20,,,2374462.379,Sep-19,205,2020
BMW,X5,,,3851119.043,Apr-18,736,2020
Ford,Endeavour,,,1303664.762,Jan-21,227,2018
Tata,Harrier,,,2600158.964,Apr-21,786,2023
Hyundai,i20,Petrol,"Manual, Automatic",711011.1688,"Sep, 2024",289,2024
Tata,Nexon,,,797097.041,Jun-25,798,2018
Maruti,Swift,,,4004639.931,Nov-23,426,2018
Ford,Endeavour,,,889407.6966,Jun-20,598,2023
Mahindra,Scorpio,,,1491377.571,Jul-19,338,2025
Mahindra,Thar,,,1492058.165,Jan-21,628,2021
Tata,Harrier,,,3009876.449,Jan-19,464,2024
Mahindra,XUV500,,,1273426.177,Aug-20,238,2019
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",760040.6651,"Jan, 2024",756,2025
Mahindra,Scorpio,,,2565029.747,Feb-24,667,2021
Skoda,Slavia,Petrol,"Manual, Automatic",1073782.353,"Dec, 2024",914,2024
Maruti,Brezza,,,2956340.549,Sep-21,736,2024
Tata,Altroz,,,2968038.507,Sep-21,54,2021
Tata,Nexon,,,802791.9319,Jul-19,581,2025
Mercedes,C-Class,,,2906954.948,Nov-20,181,2019
Kia,Sonet,,,2277542.411,Nov-23,615,2023
Mercedes,GLA,,,1345497.705,Jun-20,557,2019
Honda,Accord,,,641797.2886,Jun-18,762,2024
Renault,Kiger,Petrol,"Manual, Automatic",577930.891,"Sep, 2024",208,2018
Maruti,Baleno,,,3332916.35,Jan-24,896,2024
Kia,EV6,Unknown,Unknown,6116245.139,"Oct, 2024",663,2021
Honda,CR-V,,,2857603.67,Jul-21,266,2025
Tata,Altroz,,,1347205.344,Feb-18,864,2022
Maruti,Swift,,,730055.8958,Jun-23,732,2019
Honda,CR-V,,,2104531.741,Mar-20,281,2023
Toyota,Corolla,,,539651.5028,Sep-24,740,2021
Mahindra,Thar,,,1829774.028,Jun-25,294,2025
Toyota,Camry,,,1047840,Jul-22,110,2023
MG,Hector,"Diesel, Petrol","Manual, Automatic",1402514.436,"Oct, 2024",658,2021
MG,Astor,Petrol,"Manual, Automatic",1027625.791,"Sep, 2024",739,2025
Toyota,Camry,,,2765119.385,Feb-22,298,2020
Kia,Seltos,,,1730154.802,Aug-25,735,2019
Maruti,Baleno,,,984252.4864,Dec-21,335,2021
Honda,Civic,,,1801399.36,Dec-19,746,2023
BMW,X5,,,2444869.136,Apr-24,236,2018
BMW,X1,,,1452410.872,Feb-19,714,2024
Ford,Endeavour,,,2510146.485,Mar-24,512,2024
Ford,EcoSport,,,3553084.226,Dec-18,83,2023
BMW,3 Series,,,1597913.65,Dec-20,403,2019
Mahindra,Thar,,,588641.8584,Aug-24,851,2021
Maruti,Brezza,,,3132730.697,Jan-19,835,2023
Mahindra,Thar,,,2789231.852,Dec-20,360,2018
BMW,3 Series,,,926579.3787,Aug-19,208,2021
Maruti,Brezza,,,2943139.836,Sep-21,868,2020
Toyota,Glanza,"CNG, Petrol","Manual, Automatic",703017.7571,"Oct, 2024",842,2018
Hyundai,i20,,,3145494.816,Jun-24,841,2024
Mercedes,E-Class,,,2031371.548,Jul-19,511,2023
Honda,CR-V,,,636064.7261,May-23,990,2019
BMW,3 Series,,,536267.754,Nov-23,370,2020
Mercedes,E-Class,,,2901593.401,Dec-20,631,2020
Mercedes,C-Class,,,2659178.6,Jul-22,962,2022
BMW,X5,,,545450.2365,Feb-20,877,2018
Toyota,Fortuner,,,970962.8849,Jan-21,265,2019
Tata,Harrier,,,2384481.501,Nov-19,65,2024
Tata,Nexon,,,3233360.946,Apr-19,104,2019
Kia,Sonet,,,2945626.622,Mar-24,284,2018
Maruti,Swift,,,2099571.738,Jun-22,817,2022
Tata,Tiago,"CNG, Petrol","Manual, Automatic",511490.6699,"Dec, 2024",769,2023
Mercedes,C-Class,,,819902.7604,Oct-21,895,2020
Toyota,Fortuner,,,1086974.855,Dec-24,960,2018
Mahindra,Marazzo,Diesel,Manual,1420920.477,"Sep, 2024",953,2025
Mahindra,Thar,,,3835185.985,Mar-20,449,2021
Maruti,Swift,,,1464249.145,Feb-18,332,2021
Hyundai,i20,Petrol,"Manual, Automatic",679803.3665,"Oct, 2024",322,2025
Hyundai,i20,,,1914840.362,Jul-23,171,2018
BMW,X5,,,1807091.514,Oct-18,980,2024
Mercedes,C-Class,,,2149361.514,Dec-18,335,2020
Mercedes,C-Class,,,1880399.441,Aug-21,91,2022
Kia,Carens,,,458956.4951,Jul-23,543,2024
Hyundai,IONIQ 5,Unknown,Unknown,4650355.811,"Dec, 2024",808,2018
BMW,3 Series,,,1862403.284,Nov-23,306,2023
BMW,X5,,,1348743.428,Mar-23,914,2023
Ford,EcoSport,,,1046721.497,Apr-22,401,2023
Ford,Endeavour,,,2339526.769,Jul-21,885,2023
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1132010.903,"Oct, 2024",214,2020
Maruti Suzuki,Swift 2021 - 2023,"CNG, Petrol","Manual, Automatic",587471.3461,"Feb, 2024",935,2021
Mercedes,C-Class,,,3132051.144,Nov-24,174,2023
Mahindra,Bolero,Diesel,Manual,991749.5609,"Dec, 2024",227,2022
Ford,EcoSport,,,3596107.626,Sep-24,904,2025
Mercedes,E-Class,,,599747.8685,Oct-22,770,2025
Tata,Safari,Diesel,"Manual, Automatic",1554190.713,"Sep, 2024",440,2023
Tata,Altroz,,,2253452.854,Jan-21,866,2022
Toyota,Fortuner,,,3083955.832,Jun-24,578,2018
Hyundai,i20,,,3172840.097,Jun-24,617,2020
Kia,Sonet,,,1718528.244,Mar-24,856,2020
Citroen,Basalt,Petrol,"Manual, Automatic",797274.3528,"Nov, 2024",172,2021
Mahindra,Thar,,,1995170.359,Nov-18,967,2025
BMW,X1,,,2115505.73,Mar-23,65,2022
Mahindra,XUV500,,,1371335.822,Nov-24,812,2022
Hyundai,i10,,,2856555.038,Jul-20,159,2020
Tata,Nexon,,,502155.3674,May-24,444,2024
Tata,Nexon,,,2011037.541,Sep-19,776,2021
Honda,CR-V,,,3421063.663,Dec-24,982,2024
Volkswagen,Virtus,Petrol,"Manual, Automatic",1174778.348,"Aug, 2024",424,2025
Tata,Nexon,,,2661615.338,Jun-18,916,2023
Hyundai,i10,,,3938084.763,Aug-25,109,2022
Maruti,Brezza,,,1371171.94,Nov-23,135,2021
BMW,X5,,,3610340.338,Feb-20,918,2020
Ford,Figo,,,3480920.068,Jul-18,709,2018
Mahindra,XUV500,,,2548613.736,Apr-23,827,2018
BMW,X1,,,3973108.869,May-24,737,2025
Maruti Suzuki,Alto K10,"CNG, Petrol","Manual, Automatic",383160.7218,"Sep, 2024",537,2024
Tata,Tiago,"CNG, Petrol","Manual, Automatic",477672.0823,"Oct, 2024",300,2025
BMW,3 Series,,,2899158.274,Oct-20,63,2025
Toyota,Camry,,,583238.0283,Nov-25,106,2024
Tata,Nexon,,,1858226.925,Oct-22,190,2022
Mahindra,Scorpio,,,2547829.862,Jul-19,874,2024
Tata,Safari,Diesel,"Manual, Automatic",1540631.173,"Sep, 2024",573,2019
BMW,X5,,,2470625.859,Jul-24,308,2023
Mercedes,E-Class,,,559001.6316,Oct-18,843,2022
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1113760.905,"Dec, 2024",873,2022
MG,Comet EV,Unknown,Unknown,687241.6931,"Nov, 2024",483,2019
Kia,Seltos,,,2333187.798,Jun-23,375,2018
Volkswagen,Taigun,Petrol,"Manual, Automatic",1176884.594,"Aug, 2024",82,2021
Mahindra,Scorpio,,,3329999.235,Jun-23,379,2019
Toyota,Camry,,,3271241.655,Nov-19,373,2021
BMW,3 Series,,,937204.6961,Aug-19,269,2022
Tata,Altroz,,,3734333.211,Oct-25,791,2022
Ford,Endeavour,,,3199144.974,Dec-22,707,2020
Ford,Endeavour,,,3390558.426,Oct-18,826,2021
Maruti Suzuki,Alto,"CNG, Petrol",Manual,356212.9998,"Oct, 2024",262,2024
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1085113.125,"Oct, 2024",939,2021
Ford,EcoSport,,,1564707.486,Sep-19,487,2019
Hyundai,i20,,,3669778.774,Dec-24,415,2018
Maruti,Swift,,,803482.1473,Feb-18,463,2020
BMW,X5,,,2493204.758,Aug-19,752,2018
Tata,Nexon,,,2501218.295,Oct-23,561,2025
Kia,Sonet,,,1582430.307,Jun-20,225,2018
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",713779.3572,"Dec, 2024",968,2018
Hyundai,i20,,,2485464.739,Feb-22,717,2019
Ford,EcoSport,,,1411101.299,Apr-22,314,2025
Ford,Figo,,,797753.034,Feb-23,815,2024
Maruti,Baleno,,,3446492.985,Jun-24,815,2023
Kia,Carens,,,3122077.09,Aug-20,660,2024
Ford,Endeavour,,,2225770.847,May-22,905,2019
Hyundai,i10,,,2933215.412,May-18,732,2018
Renault,KWID,Petrol,"Manual, Automatic",470061.4244,"Aug, 2024",953,2019
Ford,Figo,,,2060914.834,Mar-25,309,2025
Kia,Carens,,,1059107.091,Dec-22,748,2018
BMW,X1,,,1019336.063,Feb-21,579,2020
Hyundai,i10,,,1185370.097,May-18,561,2022
Volkswagen,Taigun,Petrol,"Manual, Automatic",1157928.417,"Nov, 2024",922,2020
Jeep,Compass,Diesel,"Manual, Automatic",1900426.815,"Dec, 2024",647,2025
Skoda,Kodiaq,Petrol,Automatic,4007738.665,"Dec, 2024",560,2024
Ford,Endeavour,,,3392862.912,Oct-18,642,2019
Toyota,Camry,,,2195147.593,Feb-20,845,2019
Renault,Triber,Petrol,"Manual, Automatic",610821.2962,"Dec, 2024",331,2018
Toyota,Corolla,,,2723423.645,Sep-21,434,2020
Mahindra,Scorpio,,,524753.518,Dec-22,926,2023
Tata,Tigor,"CNG, Petrol","Manual, Automatic",586360.5509,"Nov, 2024",780,2022
